Transaction_ID,Sender_account,Receiver_account,Amount,Sender_bank_location,Receiver_bank_location,Device_MAC,Timestamp,Is_fraud
42443a0f-050,372cecda,38ab140b,4740.584829,Australia,Canada,59:22:35:a3:f7:d1,3/13/2025 17:50,0
78d923cd-842,637b5c4a,319398d5,2107.622949,UK,UK,c5:3a:f6:8a:83:51,1/22/2025 9:01,0
bec2c173-83c,ab27a014,f1387d95,2676.334712,Pakistan,UK,38:43:f4:0d:d3:3f,1/1/2025 17:10,0
a2ac23a9-c67,73d7f6fb,caf5f641,842.8163251,Pakistan,Canada,a7:7f:b5:cd:57:a2,3/18/2025 17:06,0
f191a5cb-1e1,f44f84e5,ee84dc5a,3164.285238,Canada,Russia,9f:4a:75:a6:63:2f,2/3/2025 20:59,0
e265a225-7ed,82591838,4672dfa3,2114.647819,North Korea,Australia,e7:a0:e5:6c:ff:ac,3/7/2025 11:59,0
f3f045c7-8c0,7daceb06,8f976441,16956.21181,UAE,Pakistan,e9:ea:32:ac:ea:0e,2/24/2025 2:38,1
1c0b717e-755,5af32b3e,9650875a,1871.507508,Nigeria,Canada,3b:78:77:ae:ff:ec,2/22/2025 15:03,0
699e934a-a55,d037a4cd,7978a436,4201.894338,Canada,Canada,af:b2:3a:59:6c:cb,1/13/2025 20:25,0
5f4a4cb9-53b,da304b65,a9e04daa,172.2239183,Nigeria,Pakistan,bf:be:e1:28:2c:26,1/8/2025 10:54,0
317caa31-027,d7f41b92,f62dc377,1367.767759,Germany,USA,73:33:43:97:f3:2e,1/21/2025 14:10,0
3728260e-e8d,c4ebebe0,74017b70,2405.085219,USA,USA,90:95:51:7a:ff:38,1/17/2025 0:12,0
5b9eee8b-6b9,8f4f1f7b,c78972f3,4622.150642,Russia,UK,0d:ae:94:1d:59:d9,2/8/2025 11:09,0
f9b9d120-5f3,145412c0,19e10304,18880.88146,Russia,Russia,ea:97:b1:1d:9b:88,1/30/2025 13:19,1
c8a9a3c8-e9d,0760bc22,af7e96ea,4455.679989,Nigeria,Nigeria,14:86:89:6f:bc:1b,2/11/2025 1:12,0
dbf345b6-a1f,5f3a685e,48d60288,3376.610899,Pakistan,UK,57:1d:75:23:81:76,1/13/2025 13:01,0
b7bc30d5-2ce,82127bf2,6a336184,2020.216941,Nigeria,Canada,a8:86:68:dc:ee:3f,2/8/2025 15:57,0
c74874c2-011,f6c9a466,c2e6c09a,1905.62403,USA,Russia,33:e5:16:f5:fb:06,3/11/2025 18:00,0
ddbee27e-20e,9ac70294,e2684de2,3080.066607,Canada,UK,0b:92:10:e2:ab:be,1/1/2025 4:14,0
0d01b80f-1f0,d38faa9f,80a8073d,3092.34124,North Korea,UK,0f:09:d3:b8:90:89,3/11/2025 22:01,0
bcdd2de7-f79,bf3ae1c0,2ad69501,4104.975049,USA,UK,bb:69:07:5e:e2:f8,1/16/2025 14:50,0
9a159124-a47,09fb549d,35f472c2,3068.552955,UK,UK,82:4e:06:64:a3:cf,3/17/2025 17:41,0
db381ff1-32f,c448f781,a2c27de5,599.0301243,USA,Canada,51:c2:01:64:8c:4a,3/2/2025 15:50,0
c5f6f673-5d6,23fdeeb2,bd772c35,2226.051236,USA,USA,00:57:b9:ef:18:37,1/8/2025 4:42,0
aabb785d-009,c4b05a5e,92260a05,3055.06099,Germany,Pakistan,8b:21:6a:ae:65:14,1/3/2025 4:57,0
1bd60406-445,4301081a,eb54ac10,3600.105957,UAE,North Korea,39:31:0d:84:ba:a0,1/26/2025 16:20,0
2a994d02-645,11bdf3bd,9877ac64,1486.095425,Canada,Germany,db:37:58:b2:90:8e,1/30/2025 0:57,0
8dda8630-4cf,bb6e6214,b2e1be8a,2560.007906,Canada,Pakistan,6e:78:f9:88:dd:2e,1/15/2025 10:56,0
de15f20d-c82,d7f04f28,4691f582,96.81794877,Nigeria,Nigeria,55:2f:fb:bc:a8:ce,1/10/2025 3:04,0
952af369-0d0,f5aa8217,f13960a9,4960.123509,UK,Russia,12:4f:49:73:ca:3f,3/22/2025 3:21,0
92fb207d-65a,1195be4d,86c960d7,1409.328077,Canada,USA,46:2c:b0:f7:d5:0d,3/2/2025 18:25,0
9d08eda5-29c,d79e40ae,e0d43510,258.3728796,Germany,Canada,c4:33:d3:e4:09:33,3/10/2025 1:22,0
9723ce5a-b2d,0d59bce4,b44d093d,1029.584206,Nigeria,Nigeria,85:7c:59:ef:58:8b,1/15/2025 14:54,0
49a11786-1cf,69081ec8,94cf6b64,676.2731867,UK,USA,e4:29:75:a3:f5:9b,3/3/2025 16:57,0
f0089e64-70d,67667d97,89d6fefd,2223.99503,USA,USA,2a:87:d8:b4:08:e9,3/20/2025 12:04,0
caf1a06f-72d,73519481,9bcab276,1447.799685,Canada,Nigeria,40:b4:a8:b3:2b:c1,1/9/2025 15:22,0
78620644-866,670cffdd,19a9c79a,1398.089538,USA,Pakistan,6c:c8:29:77:cb:d0,1/3/2025 17:45,0
04db9525-877,f8ebab0c,cad48c32,964.6026057,UK,USA,ff:3e:42:fc:31:87,1/12/2025 13:14,0
28131d92-457,542ae83b,51fcc200,1379.189989,Canada,UK,0c:fd:c8:6e:d9:ad,2/6/2025 19:18,0
0ffa431b-7a2,99ad3a15,32c3529d,1026.225542,USA,UK,4d:c7:f7:41:7d:58,3/6/2025 3:51,0
8101ba86-70b,0fe94202,2193b043,3656.823212,UAE,North Korea,9c:62:96:fa:bd:7e,2/12/2025 15:54,0
3b39ba40-7ee,4da9e44a,fb71b106,2308.0911,Russia,UK,22:66:86:f2:9e:5b,2/11/2025 4:55,0
39dab90c-dec,de68e4c8,579e1606,1830.433041,Canada,Canada,d0:01:16:08:c9:a7,2/28/2025 9:36,0
153bf920-411,5af39038,970d3e07,4380.050984,USA,USA,6c:92:c7:2e:15:ae,1/5/2025 22:40,0
af8382c0-b77,0bd2780d,b066aba2,4871.472367,North Korea,USA,48:c9:9d:88:fa:d8,1/11/2025 1:45,0
4c31c4f1-313,c05beca2,8c024f4e,3035.448787,USA,USA,45:8b:af:00:47:b0,1/14/2025 9:18,0
99fbb13a-510,2803fc9e,38ab140b,1014.442686,Pakistan,USA,95:73:24:c2:81:b7,2/2/2025 3:52,0
eb04827b-826,59ec5bc5,ca08fb50,2028.510311,Nigeria,UAE,a0:2f:33:a2:f3:ea,2/11/2025 12:40,0
8e3173f3-612,696a5dc2,16dc5efa,1755.423527,North Korea,UK,65:3e:06:a3:7d:3d,2/20/2025 19:44,0
6ad20091-5d3,7ccb9ab2,8c5e443c,549.1731663,USA,UK,d4:48:5a:35:f4:7d,1/2/2025 19:25,0
b90dee7f-7b8,6da7f9f5,af435c4b,2042.864992,UAE,Canada,2f:bf:51:06:88:df,3/14/2025 17:56,0
12108c2d-541,481a1f37,82127bf2,3237.348321,UK,Canada,46:3a:4e:4d:52:28,1/9/2025 10:31,0
5ba8c5e3-ed2,9766a582,0913e872,1389.44088,Russia,Canada,75:cf:6c:c8:27:b5,1/3/2025 9:47,0
45da13f2-1c8,a637b39c,42c15ead,296.7864743,Germany,Canada,13:82:d6:aa:db:28,2/2/2025 2:37,0
31f63f36-4ce,7e37339a,369837a2,3119.84722,Russia,UK,bb:16:ab:76:1c:73,3/18/2025 22:26,0
202ea364-c08,2e024d87,ef9bb105,3593.166019,Pakistan,UK,ab:70:87:54:1e:f5,1/5/2025 8:33,0
383cdc7a-f51,e7b267aa,ccc71b2e,3591.135835,Russia,USA,98:86:ee:92:09:1f,2/9/2025 18:30,0
4ba7c7a1-e27,7d82c23f,e628e10d,769.3599589,USA,North Korea,9c:87:d2:c6:87:c6,3/5/2025 14:45,0
c41e76e6-ca6,efbdd97e,eebc1a51,4948.915717,Canada,Pakistan,34:2a:a2:2b:14:ce,2/1/2025 2:58,0
1385deef-432,31c9002e,aa2ab05f,4497.835928,USA,Australia,3e:7d:3b:fc:00:49,1/30/2025 7:33,0
3af893c6-230,c59aa473,7ccb9ab2,3449.38059,UK,USA,e2:d4:65:d2:79:ef,1/3/2025 1:03,0
59a65faa-525,f26286c4,6c540f96,1116.61936,Pakistan,UK,c1:0f:18:01:db:a6,1/27/2025 3:58,0
c01d1530-a00,6f6fd852,20fa5a6a,2943.969649,UK,UK,70:0e:ee:c9:f4:ef,3/14/2025 5:25,0
7778f6dc-ee6,e23aa222,1d0554e0,1126.533825,Pakistan,USA,a3:75:f9:66:4a:ed,2/2/2025 9:25,0
dbaf1d0e-2cb,5493dafb,f5932be6,60.31666199,USA,Nigeria,f4:a9:aa:11:1b:db,2/19/2025 6:20,0
29484722-eb0,0cd7bbb5,4ceb4b58,4870.694527,UK,Canada,fb:ad:73:13:8a:cf,2/15/2025 7:04,0
d4371539-595,3618e4e3,263a2635,4044.893148,UK,UK,a4:e0:83:84:8b:9d,1/24/2025 0:24,0
3f341b59-24c,e898b129,ea15c4ce,927.9708822,Canada,UAE,a0:b7:0c:e1:4f:4f,2/28/2025 18:11,0
cd91b1d9-990,5f82a949,49f524ac,3531.689996,North Korea,Canada,db:21:9b:b8:64:da,3/12/2025 23:43,0
ddc1b277-bd9,15549183,e8f1414c,4243.612809,Canada,Nigeria,f7:5f:85:af:71:3f,2/1/2025 1:01,0
8842749c-a64,b4ebc205,9e074f49,55.25336912,UK,Canada,48:28:81:b4:e1:89,2/1/2025 22:38,0
bd57f581-aa6,148f0fe3,edb15bf1,2335.141044,Pakistan,Nigeria,4b:22:4a:3d:71:c9,3/15/2025 19:00,0
440cb411-e8e,f2ecc70c,0a553daf,3214.651289,UK,USA,2d:3e:fa:48:dd:7c,3/11/2025 21:17,0
29502d30-80b,6aa44b2a,110776a4,1843.109065,USA,Russia,80:6d:3a:5a:05:40,1/4/2025 0:16,0
80c66348-319,19faeca6,c2c0fc5c,4114.968928,UK,Germany,bc:d8:f2:cf:d9:e5,3/3/2025 12:20,0
d1060509-a8b,8194e813,50189a26,826.7648827,Nigeria,UK,7b:0e:ae:a2:72:ba,2/13/2025 11:43,0
322a44fa-6de,87269ebb,2d39de97,3021.592889,Pakistan,Canada,8d:90:4b:89:fc:31,1/8/2025 11:41,0
598bed39-cda,8f34bbb9,f7fcc0da,3330.864744,UK,UK,63:f7:f9:cf:d3:d1,2/19/2025 22:30,0
b660f241-d02,767bad54,2322f830,2798.915026,UK,Russia,ba:10:f2:58:74:17,1/15/2025 1:48,0
37ae5a89-117,2493ddf2,29f76784,4993.214251,Germany,Russia,06:f8:91:ae:33:72,2/3/2025 3:04,0
5c6eb747-305,e4fae164,f0433ce5,1604.087256,UAE,Canada,a6:e1:a8:46:cf:dd,3/7/2025 11:04,0
675265db-c6d,d6f637a6,f0d7054b,3981.210987,USA,Pakistan,3a:3a:36:e6:0c:12,3/21/2025 21:02,0
7b8824c4-5cf,c1c3eaac,aeef95a5,1787.989318,North Korea,UK,3f:78:0d:12:d1:2c,3/8/2025 9:26,0
636aa809-8cc,a9de1104,5d1c3219,2697.020888,UK,Canada,e6:a2:d0:c0:51:25,1/25/2025 22:14,0
50d5b3fe-e98,1c2abfcb,8f6fde06,434.3130122,UAE,USA,0d:32:d5:99:aa:2b,1/1/2025 3:11,0
feeec482-c00,e22001f6,8684dbe1,2428.734532,USA,UK,bf:56:77:69:09:3b,2/26/2025 4:56,0
93a2a1b4-17b,dd9ce453,dbd18637,887.6623837,USA,Russia,b2:d8:fe:45:48:05,3/13/2025 5:44,0
3203e52a-616,1c2196e5,82218790,1524.793836,Canada,USA,99:9f:c0:29:ef:89,2/7/2025 3:22,0
d827e22b-439,f5cb5c2a,9c79e1db,1574.528987,Nigeria,USA,9c:c3:82:77:88:77,2/24/2025 10:12,0
779de61e-5f2,ce5d9dec,ae26503b,3696.228613,USA,UK,c2:4d:13:b7:87:d5,3/11/2025 17:45,0
7856fcef-805,936e8697,34b31485,1728.414418,Russia,USA,ab:e2:b2:c9:25:bc,1/6/2025 12:14,0
2a4bf76e-1c2,e9f8caca,76050338,2678.303261,USA,Nigeria,9e:26:8e:61:31:7b,1/1/2025 3:37,0
4b964919-818,929435f9,539a8ee9,1265.531164,Canada,USA,39:2c:18:18:08:fd,2/10/2025 11:07,0
0b3715e6-453,c7f10f29,0cda7e05,2705.97496,UK,Germany,0f:22:b1:fa:ad:4b,2/19/2025 12:34,0
5a98b658-e92,5b4fc7f7,c7376c65,4946.389448,USA,USA,97:94:55:13:83:55,3/19/2025 15:48,0
f08d16d0-b73,4322ba6a,9ca1566f,745.4770882,UK,Nigeria,9c:6b:1d:25:71:a8,1/6/2025 12:51,0
8afe7cbb-aaa,6.63E+13,b6e7497d,1823.914252,UAE,UK,8d:ba:64:23:da:30,1/8/2025 18:58,0
e9a88f55-f87,1355d67b,e86fbbae,859.5708745,Nigeria,Germany,af:1f:af:d8:35:a4,3/8/2025 9:02,0
195d6dd0-61c,08baa18d,69b64ad7,4562.509106,UK,Pakistan,09:2b:ca:90:4f:c6,1/7/2025 8:38,0
53b464ce-75f,9cfaaa2d,312f1fbd,3717.675708,UK,USA,6a:c5:2b:33:16:68,1/20/2025 1:28,0
cd794a91-1ca,0ca0a341,ecf1ea47,4844.397699,Nigeria,Russia,7b:c1:25:71:eb:be,3/22/2025 7:55,0
2bfeca93-d8f,3e2eed03,35437052,2351.496668,UK,UAE,a6:36:e8:3a:ac:13,1/5/2025 12:47,0
b7aec07f-0e8,8855f0f4,357bc49e,1613.623765,USA,UAE,38:e8:8b:a1:e3:95,2/11/2025 16:42,0
1f879384-a3b,64dff60a,14ffd311,2265.637166,Nigeria,UAE,95:61:5a:7c:a6:e1,2/18/2025 8:25,0
a28a0fbc-2ef,ebf8af47,515e8f27,635.4631918,USA,Pakistan,97:09:a8:37:d0:7b,2/16/2025 20:23,0
9371df1f-bc2,5eee8cd2,054cab1c,2612.463388,USA,UK,ef:16:f4:ca:bc:ec,3/1/2025 2:25,0
1b11b8f4-202,bbd17de7,be478560,3784.902402,Germany,Canada,05:c3:7d:c7:59:e6,2/5/2025 17:14,0
6e4823d2-a0c,b056f0d6,125bd5c8,1089.61908,Australia,Germany,f8:47:8b:8e:41:2a,1/29/2025 4:03,0
7b316fdc-637,725e802f,8fa10e19,1609.596772,Nigeria,North Korea,da:b9:f6:3d:63:e2,1/25/2025 16:09,0
88413458-33e,fdcf52b1,8.69E+14,495.6609043,North Korea,USA,49:1d:2e:b2:83:e3,3/12/2025 19:07,0
43401854-ab6,3086be10,8823ed67,1472.28955,USA,Pakistan,7f:b8:28:1f:e7:76,2/11/2025 17:21,0
44daf518-9a7,92282128,1fa7138e,563.660579,UAE,USA,58:d2:fb:2a:45:ac,2/7/2025 12:53,0
cd23646f-28a,ac9191f4,bf0f30cc,2834.81197,UK,Germany,2d:b0:5d:17:b5:0d,2/23/2025 21:40,0
b59ea86e-a0c,af2c7e85,672af293,3106.898934,Nigeria,UK,ba:69:8d:e4:0a:b5,1/21/2025 0:22,0
a943305a-a44,652db3a7,c42cd986,1804.534781,Canada,Germany,18:de:00:9d:73:c4,1/23/2025 16:12,0
d55c84f5-b65,1f496eca,1f70d0e3,514.8735425,UAE,Canada,af:e5:f9:bb:56:cf,1/16/2025 18:06,0
4aae64cc-3c5,5e771b3f,7176c20d,1427.672896,Canada,Canada,f7:fd:99:a8:6a:ac,2/24/2025 7:44,0
c5c7e6e4-e0c,e088866e,facba1a6,1735.788136,Germany,Germany,8d:92:a0:c8:4c:56,1/16/2025 16:43,0
c6268ca3-329,fd6509c2,797b192c,1510.223804,Nigeria,Canada,ca:bd:4a:f9:73:3d,1/25/2025 7:13,0
b312deff-e68,a39f0012,9d8d3150,3555.938738,USA,Canada,4d:48:10:da:0f:58,2/4/2025 16:46,0
fc6da935-9a6,9c812b45,c6509a14,4394.270533,Germany,UAE,07:76:74:ff:76:15,1/12/2025 4:28,0
3ba597d0-418,4dfe3b75,32fae9d9,4802.996496,North Korea,Pakistan,b3:14:9d:fe:6f:72,1/4/2025 14:59,0
baba32a1-689,6e449a90,3fc6af6c,279.4936701,UAE,Canada,b3:cb:67:30:35:5d,2/15/2025 4:57,0
a46e9f8a-f4f,af104c96,adb01470,137.0193641,USA,USA,41:29:81:6d:07:ef,1/14/2025 16:36,0
a8057add-677,3a6efa50,d2ff932c,1311.06411,Nigeria,UK,67:f8:03:ca:ae:6d,1/7/2025 20:16,0
e7768077-3a7,03a3f807,95ded773,3461.798626,USA,Canada,81:c3:ae:0b:12:3c,1/10/2025 19:57,0
025aa9f7-17e,e23ee0f9,7e9cc686,2317.010303,UK,USA,80:9f:68:8e:5e:6b,2/20/2025 12:26,0
9f76de4f-3aa,475b35c2,42574ea6,4364.003423,USA,UK,7d:7a:18:b6:9d:50,1/22/2025 23:57,0
ba3dd6a1-fe4,4cfa701a,a306cb57,4277.20917,Russia,Germany,90:62:d6:91:84:ad,1/12/2025 15:45,0
503c9f41-79a,700b1d33,c922ca23,1914.582963,Germany,Canada,15:15:77:0e:09:d6,3/2/2025 0:04,0
138e335d-603,cc069ad9,a606cd4a,1962.17831,USA,UK,ac:a4:60:d6:38:39,2/13/2025 18:34,0
30aa7b54-dbd,797b9203,fd09bf27,2775.625644,UK,UK,56:e6:7b:8c:31:0a,1/5/2025 3:42,0
9ce083b1-44f,266b2ae9,61e354d0,96.71060088,Nigeria,Australia,f4:4c:66:5b:8c:45,3/8/2025 18:01,0
25455cfc-e41,d5294157,fda2c46a,616.9982878,UK,Pakistan,72:e4:e9:1e:65:ee,3/17/2025 10:09,0
8c6c023b-dde,b64ec1dc,1ea2f6a9,3888.171903,North Korea,Russia,62:79:0a:13:1d:53,2/16/2025 10:41,0
29c292ac-346,845b3091,59c4bb5e,2119.547206,Nigeria,UK,8a:4e:bb:82:46:ec,1/1/2025 7:20,0
83e4eda3-6eb,5.04E+67,73a06ba3,2754.757796,USA,Canada,5e:90:9d:35:1a:a2,2/11/2025 19:13,0
4a8fae41-127,ff0660d7,81a80fab,1055.234792,UK,Canada,25:23:75:9c:bb:9a,2/12/2025 8:27,0
72b51754-f97,088d4ee5,6f58e076,2773.128636,USA,UK,61:c4:7f:d7:fb:3e,2/14/2025 9:13,0
72a1cb26-af4,c984f5ce,f46de308,1464.710638,North Korea,Germany,67:ce:fa:07:72:ab,1/11/2025 23:27,0
0d32643b-f53,acbdff3c,7b4de9bd,4026.026764,Canada,UK,96:90:ad:d1:a9:a6,2/22/2025 19:05,0
ac92c4b9-d5a,c304f723,be786877,2499.569681,UK,Russia,e2:02:23:f5:13:6a,2/28/2025 10:35,0
2a59ba9a-b8c,62967907,ec46de78,3491.959678,USA,UK,dd:c2:ee:27:01:84,2/11/2025 3:47,0
e10acb2c-1e6,9ef78198,7b4d7308,681.6060638,Canada,Russia,1f:f7:ee:bd:70:4e,3/18/2025 16:17,0
30ef8a87-2c5,53159a6a,f16ed304,3681.779188,Canada,Australia,de:75:26:fd:ca:cb,3/9/2025 3:19,0
542b826f-482,e179736e,5a0e29bd,2706.658712,USA,Germany,a5:15:29:24:57:e1,3/6/2025 15:01,0
a4be6d06-2e0,19fa2dd9,fe5432eb,1824.491568,UK,UAE,67:77:5a:dd:96:a0,1/13/2025 13:35,0
a952bb6a-13f,12a696e4,3ff45277,1860.46606,Russia,Canada,3a:b6:cd:31:b1:33,3/17/2025 20:16,0
b02a4a6e-3e9,bda86c40,3c127543,19792.07581,North Korea,Pakistan,b9:a0:58:0b:9a:6a,2/15/2025 23:38,1
6e727fb9-bd7,09ce227e,a7e98862,3052.936014,USA,Canada,3a:d0:28:93:72:18,1/27/2025 4:38,0
e71fcdc4-17c,89104c48,bfafda15,2275.936688,Nigeria,Canada,e6:5e:d6:d7:b2:49,1/21/2025 18:23,0
84614506-99b,a5ea8a04,93d60973,2189.211777,Nigeria,Germany,c4:d6:4f:fc:10:8c,2/27/2025 5:28,0
ca5d554d-616,3.18E+90,005393b5,1483.51972,USA,UK,20:00:d5:0f:59:98,2/24/2025 22:19,0
6d719c73-095,1e95b0c2,5f3a685e,4469.483028,UK,UK,2a:aa:64:62:54:e6,1/2/2025 12:36,0
bf3e3697-bbe,3fc6af6c,33ebdcce,21840.90629,UAE,Pakistan,92:30:9b:ae:db:08,2/10/2025 10:05,1
36a5b266-864,5e0a175b,ba171a81,20275.4161,North Korea,Nigeria,9b:7e:8d:a4:0e:9f,2/28/2025 23:09,1
725f338b-877,6ca5162b,37f289cb,2184.794547,Australia,Canada,5c:3c:42:aa:29:ee,2/9/2025 15:40,0
8d0599ce-557,3.18E+90,c84e1f9c,4600.518296,UAE,Australia,fe:f2:00:a1:4a:76,2/2/2025 17:13,0
03365921-e54,773f2bce,e054da31,2310.189677,Germany,Australia,b9:53:15:9f:2e:15,1/11/2025 14:45,0
6c892e3c-be2,4108456e,2dd402eb,650.0026336,Nigeria,USA,96:b3:1e:e4:0d:b3,3/20/2025 0:44,0
de185578-2d9,a7e97305,11c3084e,971.5188894,UAE,UK,26:a9:58:c8:9b:ba,1/2/2025 1:32,0
64382f19-6e3,3f48551d,898cc3ec,609.9324437,Germany,Canada,2f:04:e8:3f:3f:18,3/14/2025 19:06,0
f4c740b9-be5,9dd035dc,3f3d6421,130.834753,Nigeria,Nigeria,91:ea:c3:54:f8:9b,2/6/2025 14:15,0
2c4f8ccd-848,bde6210c,8b48e53a,3291.888117,Pakistan,Canada,b8:b6:a7:12:56:1e,1/1/2025 8:25,0
3c5edddc-3f3,cb685b15,c7ad6892,4991.308828,Pakistan,UK,f5:3c:c5:86:6a:33,3/1/2025 7:07,0
fe431011-80c,88d65545,32afa7fa,1520.235658,UK,USA,04:89:51:dd:1f:e4,3/17/2025 14:09,0
6ae4c58c-7e0,3978d0ba,96472467,362.1749851,North Korea,Nigeria,a4:f5:73:e9:74:64,1/9/2025 3:19,0
4abcb761-6fe,c6509a14,69c597f9,4796.822446,Canada,Nigeria,12:0c:20:6f:64:a3,1/16/2025 22:32,0
b812f1e9-403,0df126dc,ed5c02ab,2901.394854,Canada,Germany,e7:50:94:76:ef:05,3/2/2025 9:00,0
f740c5a6-3d1,f0234820,8c228c39,4167.879321,Russia,UK,73:e0:53:3f:96:4d,3/17/2025 4:37,0
1c66399c-110,46629a35,820eeab5,17104.05158,Russia,Pakistan,58:6f:50:3e:8c:86,1/31/2025 3:39,1
6a0283eb-1df,f5f89bdc,bde9aef3,757.2436445,Pakistan,UK,11:74:c8:8b:bd:b6,1/20/2025 22:25,0
1e0e129a-515,d9929e32,a7e5ba1a,3679.65609,Nigeria,USA,e7:3d:65:fd:ca:5a,1/7/2025 10:59,0
e6556129-b78,3e312c31,e9034e8a,1596.486342,Canada,UAE,52:58:85:e6:ac:14,2/11/2025 5:42,0
4857e75e-662,057abf2e,19a9c79a,3020.926297,Germany,Australia,75:d7:95:af:7b:28,1/4/2025 11:16,0
089cde03-66d,9133d45a,31953f19,3229.860417,Nigeria,USA,7c:90:11:ca:b8:62,2/2/2025 1:14,0
406e65a0-e04,eddd77f6,69e7a700,4627.101774,USA,Pakistan,fb:02:6b:95:eb:50,2/1/2025 14:17,0
5b3a15e4-cc6,aaa3840a,47d71b67,12228.55733,Pakistan,UAE,f2:4d:58:5f:ce:25,1/16/2025 12:23,1
a924b66f-3c6,98a90dcd,392606bf,3771.187278,Germany,USA,9c:bc:fa:c0:ee:37,2/5/2025 8:03,0
85590357-c22,e85c5f38,268e0374,928.9431035,Russia,UK,bd:d8:43:df:cc:2c,3/8/2025 10:02,0
f9f3427c-b9c,6b4ee6de,02698cfe,4592.6523,UK,USA,d4:d3:a6:65:bc:f5,1/9/2025 11:16,0
4e3f089f-529,55eec77e,23d459f3,741.0840398,Canada,USA,fc:37:8a:ed:f0:4d,1/22/2025 22:17,0
d50b909b-ec8,9237e2a4,8113af2d,4079.882217,USA,Canada,a1:7f:8d:67:3c:72,2/16/2025 22:14,0
e3a1ae1f-0cc,bc5da4fc,78615480,2119.243289,UK,Nigeria,15:f6:d0:da:9a:78,3/7/2025 11:49,0
24181996-6ae,5f777f1a,3642435,1937.231361,USA,Russia,0f:e2:d5:65:a3:4d,3/9/2025 3:00,0
73fe1947-58d,e487d19e,3df94615,22963.94781,Russia,UAE,4c:4d:6f:df:83:89,1/8/2025 11:15,1
c7584601-2d3,a3073671,593d80a5,3490.413326,Australia,Germany,5f:1b:45:8c:0d:79,1/20/2025 19:41,0
9dc49735-6ec,d5df5f7b,6c08c597,793.2056598,Australia,USA,2c:86:9e:b4:82:e1,1/17/2025 7:08,0
1ebceeb7-54f,051a9027,51fd1184,826.4858771,UK,Canada,8c:e0:d8:64:13:6e,2/6/2025 17:23,0
8b89fff0-79d,cd5e4c8c,b78514a3,950.699402,USA,USA,18:00:4d:80:f5:d0,1/19/2025 6:22,0
f5483932-d92,e2fc07ab,921774bc,2122.66976,USA,UK,25:ef:79:ea:8b:b9,2/27/2025 1:15,0
3e10a2f9-dfc,8a37543e,82fe1d86,414.3464883,Nigeria,Nigeria,74:45:7f:e3:b0:17,3/9/2025 10:57,0
00018c0f-497,8e8a5c34,c07bd1dd,6961.188027,Pakistan,Russia,0e:2a:26:2d:5d:a3,1/3/2025 20:51,1
06a8d422-d37,e20d684b,271ecba5,1600.645083,USA,Nigeria,bc:16:47:6b:cb:47,2/24/2025 15:54,0
88f0affb-14e,63852ddd,3618e4e3,1023.333594,Canada,UK,3d:cd:a7:2d:7c:4e,1/2/2025 12:10,0
7753f6f1-136,20fa5a6a,e83d82ea,2253.247919,UK,Pakistan,a8:5c:b6:30:3c:f6,3/14/2025 22:35,0
a5e001b5-ad7,80a835bb,59de5a18,4272.334212,UK,USA,98:4f:9d:ad:75:e9,3/10/2025 7:07,0
e6fff0d5-776,44d8b667,b78514a3,4053.735353,North Korea,Nigeria,40:27:c0:76:00:44,1/25/2025 0:30,0
ac77bd5b-7f0,865d4026,b2d48d76,2961.059603,Germany,USA,fc:3e:43:af:8d:d6,1/4/2025 5:01,0
4b1decf1-4ca,ed382457,b55a8843,988.1290052,North Korea,USA,96:b5:76:a5:6a:d6,1/15/2025 6:46,0
62a17bbd-67f,2a88c315,da0f25fb,3405.518815,UK,USA,eb:4b:30:80:05:69,3/20/2025 10:08,0
39391263-7de,4a465f55,58c9295e,363.0490433,USA,USA,d3:4c:44:1d:1c:42,2/25/2025 22:40,0
09e25ab3-1ae,58175ac7,10fd73a2,1428.79962,UAE,Russia,0c:39:cf:d3:03:ca,1/24/2025 20:47,0
daeeb2dc-4a6,83cbe97e,e63435f8,4273.346184,USA,UAE,7d:5e:42:ed:5e:57,1/23/2025 19:58,0
adb2e3ed-4f9,134a591b,9eff74b8,3613.279563,Nigeria,Nigeria,85:7e:1d:59:1f:ae,2/5/2025 11:01,0
2b79d8ff-ea4,9dd77352,7869cfbd,1395.489729,USA,Nigeria,78:10:ff:80:d8:c6,3/19/2025 5:06,0
e5bc5ec5-e0c,bfbc6be3,3b15acf4,3637.378222,Germany,Germany,f6:a0:49:8d:65:72,3/2/2025 11:06,0
ce0de889-c28,10ad1dd4,2134a05c,115.2882928,Nigeria,North Korea,4c:ee:00:46:24:1f,2/13/2025 23:14,0
5a0509b9-a20,123d1632,2e74b750,895.7821015,Canada,Canada,fb:3b:82:78:4f:85,2/6/2025 17:18,0
da44ed6a-ea0,f44a4c3f,460d1a79,2109.615152,Nigeria,Canada,e5:d3:08:e1:6e:14,1/23/2025 11:51,0
e8cd4832-c35,088d4ee5,083df2f7,1222.818492,Germany,Canada,3c:57:e1:e0:14:18,3/4/2025 8:10,0
fd913dfc-cad,d9d27db9,786a437c,18060.28271,Nigeria,Pakistan,a1:5b:28:21:1b:c0,2/15/2025 22:03,1
856c90c2-0d0,8010f848,ddf5f4d4,2508.16796,Russia,USA,03:56:6a:17:05:80,3/4/2025 23:45,0
2df0e9c4-a93,bf646ed9,82fe1d86,9034.92316,UAE,Russia,94:2a:23:57:53:8e,1/4/2025 13:43,1
